Time,PlayerID,GSF,StrategyMode,MySoldiers,EnemySoldiers
7.73,1,254.00,Aggressive,0,8.50
7.76,1,249.00,Aggressive,0,9.00
7.80,1,234.00,Aggressive,0,10.50
7.84,1,204.00,Aggressive,0,13.50
7.87,1,184.00,Aggressive,0,15.50
7.91,1,154.00,Aggressive,0,18.50
7.94,1,169.00,Aggressive,0,17.00
7.98,1,149.00,Aggressive,0,19.00
8.01,1,184.00,Aggressive,0,15.50
8.04,1,184.00,Aggressive,0,15.50
8.08,1,239.00,Aggressive,0,10.00
8.11,1,239.00,Aggressive,0,10.00
8.14,1,244.00,Aggressive,0,9.50
8.17,1,244.00,Aggressive,0,9.50
8.20,1,249.00,Aggressive,0,9.00
8.24,1,244.00,Aggressive,0,9.50
8.27,1,234.00,Aggressive,0,10.50
8.30,1,219.00,Aggressive,0,12.00
8.34,1,219.00,Aggressive,0,12.00
8.37,1,219.00,Aggressive,0,12.00
8.41,1,189.00,Aggressive,0,15.00
8.43,1,144.00,Aggressive,0,19.50
8.47,1,129.00,Aggressive,0,21.00
8.50,1,114.00,Aggressive,0,22.50
8.53,1,129.00,Aggressive,0,21.00
8.56,1,129.00,Aggressive,0,21.00
8.60,1,159.00,Aggressive,0,18.00
8.63,1,177.00,Aggressive,2,18.00
8.66,1,194.00,Aggressive,4,18.00
8.69,1,241.00,Aggressive,6,15.00
8.72,1,268.00,Aggressive,6,12.00
0.01,1,-1000.00,Defensive,0,0.00
0.01,1,-1000.00,Defensive,0,0.00
0.05,1,-1000.00,Defensive,0,0.00
0.12,1,-1000.00,Defensive,0,0.00
0.18,1,-1000.00,Defensive,0,0.00
0.25,1,-1000.00,Defensive,0,0.00
0.31,1,-1000.00,Defensive,0,0.00
0.37,1,-1000.00,Defensive,0,0.00
0.44,1,-1000.00,Defensive,0,0.00
0.50,1,-1000.00,Defensive,0,0.00
0.58,1,-1000.00,Defensive,0,0.00
0.64,1,-1000.00,Defensive,0,0.00
0.70,1,-1000.00,Defensive,0,0.00
0.77,1,-1000.00,Defensive,0,0.00
0.83,1,-1000.00,Defensive,0,0.00
0.89,1,-1000.00,Defensive,0,0.00
0.95,1,-1000.00,Defensive,0,0.00
1.03,1,-1000.00,Defensive,0,0.00
1.09,1,-1000.00,Defensive,0,0.00
1.15,1,-1000.00,Defensive,0,0.00
1.22,1,-1000.00,Defensive,0,0.00
1.29,1,-1000.00,Defensive,0,0.00
1.35,1,-1000.00,Defensive,0,0.00
1.42,1,-1000.00,Defensive,0,0.00
1.49,1,-1000.00,Defensive,0,0.00
1.55,1,0.00,Economic,0,0.00
1.62,1,0.00,Economic,0,0.00
1.69,1,0.00,Economic,0,0.00
1.74,1,0.00,Economic,0,0.00
1.82,1,0.00,Economic,0,0.00
1.89,1,0.00,Economic,0,0.00
1.95,1,0.00,Economic,0,0.00
2.02,1,0.00,Economic,0,0.00
2.09,1,0.00,Economic,0,0.00
2.15,1,0.00,Economic,0,0.00
2.21,1,0.00,Economic,0,0.00
2.28,1,0.00,Economic,0,0.00
2.34,1,0.00,Economic,0,0.00
2.41,1,0.00,Economic,0,0.00
2.48,1,0.00,Economic,0,0.00
2.55,1,0.00,Economic,0,0.00
2.62,1,0.00,Economic,0,0.00
2.69,1,0.00,Economic,0,0.00
2.76,1,0.00,Economic,0,0.00
2.82,1,0.00,Economic,0,0.00
2.89,1,0.00,Economic,0,0.00
2.95,1,0.00,Economic,0,0.00
3.01,1,0.00,Economic,0,0.00
3.08,1,0.00,Economic,0,0.00
3.15,1,0.00,Economic,0,0.00
3.22,1,0.00,Economic,0,0.00
3.29,1,0.00,Economic,0,0.00
3.35,1,0.00,Economic,0,0.00
3.40,1,0.00,Economic,0,0.00
3.45,1,0.00,Economic,0,0.00
3.51,1,0.00,Economic,0,0.00
3.56,1,0.49,Economic,0,0.00
3.62,1,1.00,Economic,0,0.00
3.68,1,1.50,Economic,0,0.00
3.75,1,2.08,Economic,0,0.00
3.81,1,2.65,Economic,0,0.00
3.87,1,-6.82,Defensive,0,1.00
3.92,1,-6.30,Defensive,0,1.00
3.97,1,-5.80,Defensive,0,1.00
4.02,1,-15.27,Defensive,0,2.00
4.08,1,-14.75,Defensive,0,2.00
4.15,1,-14.22,Defensive,0,2.00
4.22,1,36.29,Economic,0,2.00
4.28,1,36.83,Economic,0,2.00
4.33,1,27.38,Economic,0,3.00
4.38,1,27.91,Economic,0,3.00
4.43,1,10.00,Economic,0,4.00
4.48,1,10.00,Economic,0,4.00
4.52,1,0.00,Economic,0,5.00
4.57,1,-5.00,Defensive,0,5.50
4.61,1,-5.00,Defensive,0,5.50
4.65,1,-15.00,Defensive,0,6.50
4.70,1,-15.00,Defensive,0,6.50
4.74,1,-20.00,Defensive,0,7.00
4.78,1,-35.00,Defensive,0,8.50
4.82,1,-70.00,Defensive,0,12.00
4.86,1,-70.00,Defensive,0,12.00
4.89,1,-85.00,Defensive,0,13.50
4.93,1,-86.00,Defensive,0,13.50
4.98,1,-102.00,Defensive,0,15.00
5.02,1,47.00,Economic,0,15.00
5.06,1,44.00,Economic,0,15.00
5.11,1,40.00,Economic,0,15.00
5.15,1,36.00,Economic,0,15.00
5.19,1,32.00,Economic,0,15.00
5.23,1,27.00,Economic,0,15.00
0.01,1,-1000.00,Defensive,0,0.00
0.01,1,-1000.00,Defensive,0,0.00
0.04,1,-1000.00,Defensive,0,0.00
0.09,1,-1000.00,Defensive,0,0.00
0.14,1,-1000.00,Defensive,0,0.00
0.19,1,-1000.00,Defensive,0,0.00
0.24,1,-1000.00,Defensive,0,0.00
0.29,1,-1000.00,Defensive,0,0.00
0.33,1,-1000.00,Defensive,0,0.00
0.38,1,-1000.00,Defensive,0,0.00
0.43,1,-1000.00,Defensive,0,0.00
0.48,1,-1000.00,Defensive,0,0.00
0.53,1,-900.00,Defensive,0,0.00
0.58,1,-850.00,Defensive,0,0.00
0.64,1,-850.00,Defensive,0,0.00
0.69,1,-850.00,Defensive,0,0.00
0.74,1,-850.00,Defensive,0,0.00
0.79,1,-850.00,Defensive,0,0.00
0.85,1,-850.00,Defensive,0,0.00
0.91,1,-850.00,Defensive,0,0.00
0.96,1,-850.00,Defensive,0,0.00
1.02,1,-850.00,Defensive,0,0.00
1.08,1,-850.00,Defensive,0,0.00
1.13,1,-850.00,Defensive,0,0.00
1.18,1,150.00,Aggressive,0,0.00
1.22,1,150.00,Aggressive,0,0.00
1.26,1,150.00,Aggressive,0,0.00
1.33,1,250.00,Aggressive,0,0.00
1.39,1,250.00,Aggressive,0,0.00
1.45,1,350.00,Aggressive,0,0.00
1.51,1,350.00,Aggressive,0,0.00
1.57,1,350.00,Aggressive,0,0.00
1.64,1,350.00,Aggressive,0,0.00
1.71,1,350.00,Aggressive,0,0.00
1.77,1,350.00,Aggressive,0,0.00
1.82,1,350.00,Aggressive,0,0.00
1.88,1,350.00,Aggressive,0,0.00
1.94,1,350.00,Aggressive,0,0.00
2.00,1,350.00,Aggressive,0,0.00
2.06,1,350.00,Aggressive,0,0.00
2.12,1,350.00,Aggressive,0,0.00
2.19,1,350.00,Aggressive,0,0.00
2.26,1,350.00,Aggressive,0,0.00
2.32,1,350.00,Aggressive,0,0.00
2.39,1,350.00,Aggressive,0,0.00
2.44,1,350.00,Aggressive,0,0.00
2.50,1,350.00,Aggressive,0,0.00
2.56,1,350.00,Aggressive,0,0.00
2.62,1,350.00,Aggressive,0,0.00
2.69,1,350.00,Aggressive,0,0.00
2.74,1,350.00,Aggressive,0,0.00
2.81,1,350.00,Aggressive,0,0.00
2.87,1,350.00,Aggressive,0,0.00
2.93,1,350.00,Aggressive,0,0.00
2.98,1,350.00,Aggressive,0,0.00
3.03,1,350.00,Aggressive,0,0.00
3.09,1,350.00,Aggressive,0,0.00
3.15,1,350.52,Aggressive,0,0.00
3.21,1,351.03,Aggressive,0,0.00
3.28,1,351.57,Aggressive,0,0.00
3.33,1,352.10,Aggressive,0,0.00
3.40,1,352.62,Aggressive,0,0.00
3.46,1,353.14,Aggressive,0,0.00
3.52,1,353.65,Aggressive,0,0.00
3.56,1,354.15,Aggressive,0,0.00
3.61,1,354.67,Aggressive,0,0.00
3.67,1,355.22,Aggressive,0,0.00
3.73,1,355.73,Aggressive,0,0.00
3.79,1,356.25,Aggressive,0,0.00
3.85,1,356.81,Aggressive,0,0.00
3.91,1,357.32,Aggressive,0,0.00
3.98,1,357.87,Aggressive,0,0.00
4.03,1,358.40,Aggressive,0,0.00
4.08,1,348.91,Aggressive,0,1.00
4.13,1,349.41,Aggressive,0,1.00
4.19,1,349.93,Aggressive,0,1.00
4.24,1,340.45,Aggressive,0,2.00
4.31,1,340.98,Aggressive,0,2.00
4.36,1,341.49,Aggressive,0,2.00
4.42,1,332.04,Aggressive,0,3.00
4.49,1,332.56,Aggressive,0,3.00
4.54,1,333.07,Aggressive,0,3.00
4.60,1,323.61,Aggressive,0,4.00
4.64,1,324.13,Aggressive,0,4.00
4.70,1,324.65,Aggressive,0,4.00
4.75,1,315.17,Aggressive,0,5.00
4.79,1,315.68,Aggressive,0,5.00
4.84,1,316.21,Aggressive,0,5.00
4.87,1,306.74,Aggressive,0,6.00
4.91,1,280.00,Aggressive,0,7.00
4.95,1,265.00,Aggressive,0,8.50
4.97,1,255.00,Aggressive,0,9.50
5.00,1,240.00,Aggressive,0,11.00
5.02,1,205.00,Aggressive,0,14.50
5.05,1,175.00,Aggressive,0,17.50
5.08,1,175.00,Aggressive,0,17.50
5.12,1,200.00,Aggressive,0,15.00
5.15,1,185.00,Aggressive,0,16.50
5.19,1,184.00,Aggressive,0,16.50
5.22,1,212.00,Aggressive,0,13.50
5.25,1,194.00,Aggressive,0,15.00
5.28,1,221.00,Aggressive,0,12.00
5.32,1,218.00,Aggressive,0,12.00
5.36,1,246.00,Aggressive,0,9.00
5.40,1,275.00,Aggressive,0,6.00
5.45,1,264.00,Aggressive,0,7.00
5.49,1,322.00,Aggressive,0,1.00
5.54,1,322.00,Aggressive,0,1.00
5.59,1,312.00,Aggressive,0,2.00
5.64,1,312.00,Aggressive,0,2.00
5.69,1,312.00,Aggressive,0,2.00
5.72,1,302.00,Aggressive,0,3.00
5.76,1,302.00,Aggressive,0,3.00
5.80,1,302.00,Aggressive,0,3.00
5.86,1,302.00,Aggressive,0,3.00
5.91,1,302.00,Aggressive,0,3.00
5.97,1,302.00,Aggressive,0,3.00
6.03,1,302.00,Aggressive,0,3.00
6.09,1,302.00,Aggressive,0,3.00
6.14,1,302.00,Aggressive,0,3.00
6.19,1,302.00,Aggressive,0,3.00
6.24,1,302.00,Aggressive,0,3.00
6.31,1,302.00,Aggressive,0,3.00
6.35,1,302.00,Aggressive,0,3.00
6.41,1,302.00,Aggressive,0,3.00
6.47,1,302.00,Aggressive,0,3.00
6.52,1,302.00,Aggressive,0,3.00
6.58,1,302.00,Aggressive,0,3.00
6.64,1,302.00,Aggressive,0,3.00
6.69,1,302.00,Aggressive,0,3.00
6.73,1,302.00,Aggressive,0,3.00
6.78,1,302.00,Aggressive,0,3.00
6.84,1,302.00,Aggressive,0,3.00
6.89,1,302.00,Aggressive,0,3.00
6.95,1,302.00,Aggressive,0,3.00
7.00,1,302.00,Aggressive,0,3.00
7.05,1,302.00,Aggressive,0,3.00
7.10,1,302.00,Aggressive,0,3.00
7.14,1,302.00,Aggressive,0,3.00
7.18,1,302.00,Aggressive,0,3.00
7.22,1,302.00,Aggressive,0,3.00
7.26,1,302.00,Aggressive,0,3.00
7.31,1,302.00,Aggressive,0,3.00
7.36,1,302.00,Aggressive,0,3.00
7.40,1,302.00,Aggressive,0,3.00
7.44,1,302.00,Aggressive,0,3.00
7.50,1,302.00,Aggressive,0,3.00
7.56,1,302.00,Aggressive,0,3.00
7.60,1,302.00,Aggressive,0,3.00
7.64,1,302.00,Aggressive,0,3.00
7.70,1,302.00,Aggressive,0,3.00
7.76,1,302.00,Aggressive,0,3.00
7.82,1,302.00,Aggressive,0,3.00
7.87,1,302.00,Aggressive,0,3.00
7.92,1,302.00,Aggressive,0,3.00
7.97,1,302.00,Aggressive,0,3.00
8.02,1,302.00,Aggressive,0,3.00
8.08,1,302.00,Aggressive,0,3.00
8.13,1,302.00,Aggressive,0,3.00
8.18,1,302.00,Aggressive,0,3.00
8.24,1,302.00,Aggressive,0,3.00
8.30,1,302.00,Aggressive,0,3.00
8.36,1,302.00,Aggressive,0,3.00
8.42,1,302.28,Aggressive,0,3.00
8.48,1,302.83,Aggressive,0,3.00
8.54,1,303.40,Aggressive,0,3.00
8.56,1,303.90,Aggressive,0,3.00
8.59,1,304.50,Aggressive,0,3.00
8.61,1,305.20,Aggressive,0,3.00
8.66,1,305.71,Aggressive,0,3.00
8.71,1,306.22,Aggressive,0,3.00
8.77,1,306.74,Aggressive,0,3.00
8.83,1,307.24,Aggressive,0,3.00
8.89,1,307.75,Aggressive,0,3.00
8.95,1,308.26,Aggressive,0,3.00
9.01,1,308.80,Aggressive,0,3.00
9.07,1,309.36,Aggressive,0,3.00
9.12,1,309.88,Aggressive,0,3.00
9.18,1,310.39,Aggressive,0,3.00
9.24,1,310.89,Aggressive,0,3.00
9.30,1,311.41,Aggressive,0,3.00
9.36,1,311.92,Aggressive,0,3.00
9.42,1,312.42,Aggressive,0,3.00
9.47,1,312.94,Aggressive,0,3.00
9.53,1,313.46,Aggressive,0,3.00
9.59,1,313.97,Aggressive,0,3.00
9.63,1,314.51,Aggressive,0,3.00
9.68,1,315.02,Aggressive,0,3.00
9.74,1,315.54,Aggressive,0,3.00
9.80,1,316.07,Aggressive,0,3.00
9.87,1,316.60,Aggressive,0,3.00
9.93,1,337.14,Aggressive,2,3.00
9.97,1,367.67,Aggressive,5,3.00
10.02,1,368.19,Aggressive,5,3.00
10.06,1,378.79,Aggressive,6,3.00
10.10,1,379.30,Aggressive,6,3.00
10.13,1,379.87,Aggressive,6,3.00
10.17,1,380.38,Aggressive,6,3.00
10.21,1,380.93,Aggressive,6,3.00
10.24,1,381.43,Aggressive,6,3.00
10.28,1,422.00,Aggressive,10,3.00
10.32,1,442.61,Aggressive,12,3.00
10.34,1,463.13,Aggressive,14,3.00
10.37,1,494.77,Aggressive,17,3.00
10.39,1,1527.42,Aggressive,20,3.00
10.41,1,1550.95,Aggressive,22,3.00
10.43,1,1584.49,Aggressive,25,3.00
10.44,1,1609.02,Aggressive,27,3.00
10.46,1,1644.56,Aggressive,30,3.00
10.47,1,1650.16,Aggressive,30,3.00
10.48,1,1662.73,Aggressive,31,3.00
0.01,1,-1000.00,Defensive,0,0.00
0.01,1,-1000.00,Defensive,0,0.00
0.05,1,-1000.00,Defensive,0,0.00
0.11,1,-1000.00,Defensive,0,0.00
0.18,1,-1000.00,Defensive,0,0.00
0.25,1,-1000.00,Defensive,0,0.00
0.30,1,-1000.00,Defensive,0,0.00
0.34,1,-1000.00,Defensive,0,0.00
0.40,1,-1000.00,Defensive,0,0.00
0.47,1,-950.00,Defensive,0,0.00
0.53,1,-950.00,Defensive,0,0.00
0.58,1,-850.00,Defensive,0,0.00
0.64,1,-850.00,Defensive,0,0.00
0.71,1,-850.00,Defensive,0,0.00
0.77,1,-850.00,Defensive,0,0.00
0.84,1,-850.00,Defensive,0,0.00
0.90,1,-850.00,Defensive,0,0.00
0.95,1,-850.00,Defensive,0,0.00
1.01,1,-850.00,Defensive,0,0.00
1.07,1,-850.00,Defensive,0,0.00
1.12,1,150.00,Aggressive,0,0.00
1.18,1,150.00,Aggressive,0,0.00
1.24,1,200.00,Aggressive,0,0.00
1.30,1,200.00,Aggressive,0,0.00
1.36,1,250.00,Aggressive,0,0.00
1.42,1,300.00,Aggressive,0,0.00
1.47,1,350.00,Aggressive,0,0.00
1.53,1,350.00,Aggressive,0,0.00
1.60,1,350.00,Aggressive,0,0.00
1.66,1,350.00,Aggressive,0,0.00
1.72,1,350.00,Aggressive,0,0.00
1.77,1,350.00,Aggressive,0,0.00
1.82,1,350.00,Aggressive,0,0.00
1.87,1,350.00,Aggressive,0,0.00
1.92,1,350.00,Aggressive,0,0.00
1.97,1,350.00,Aggressive,0,0.00
2.03,1,350.00,Aggressive,0,0.00
2.08,1,350.00,Aggressive,0,0.00
2.15,1,350.00,Aggressive,0,0.00
2.21,1,350.00,Aggressive,0,0.00
2.26,1,350.00,Aggressive,0,0.00
2.32,1,350.00,Aggressive,0,0.00
2.38,1,350.00,Aggressive,0,0.00
2.45,1,350.00,Aggressive,0,0.00
2.49,1,350.00,Aggressive,0,0.00
2.53,1,350.00,Aggressive,0,0.00
2.58,1,350.00,Aggressive,0,0.00
2.64,1,350.00,Aggressive,0,0.00
2.70,1,350.00,Aggressive,0,0.00
2.76,1,350.00,Aggressive,0,0.00
2.82,1,350.00,Aggressive,0,0.00
2.88,1,350.00,Aggressive,0,0.00
2.93,1,350.00,Aggressive,0,0.00
2.99,1,350.00,Aggressive,0,0.00
3.05,1,350.00,Aggressive,0,0.00
3.11,1,350.54,Aggressive,0,0.00
3.16,1,351.07,Aggressive,0,0.00
3.23,1,351.57,Aggressive,0,0.00
3.29,1,352.09,Aggressive,0,0.00
3.35,1,352.62,Aggressive,0,0.00
3.42,1,353.12,Aggressive,0,0.00
3.48,1,353.65,Aggressive,0,0.00
3.54,1,354.19,Aggressive,0,0.00
3.58,1,344.71,Aggressive,0,1.00
3.63,1,345.26,Aggressive,0,1.00
3.68,1,345.77,Aggressive,0,1.00
3.75,1,336.30,Aggressive,0,2.00
3.80,1,336.81,Aggressive,0,2.00
3.84,1,337.31,Aggressive,0,2.00
3.87,1,337.85,Aggressive,0,2.00
3.92,1,328.39,Aggressive,0,3.00
3.97,1,328.90,Aggressive,0,3.00
4.04,1,329.44,Aggressive,0,3.00
4.10,1,329.96,Aggressive,0,3.00
4.15,1,320.47,Aggressive,0,4.00
4.20,1,320.99,Aggressive,0,4.00
4.25,1,321.54,Aggressive,0,4.00
4.29,1,312.09,Aggressive,0,5.00
4.33,1,312.59,Aggressive,0,5.00
4.38,1,313.13,Aggressive,0,5.00
4.42,1,313.64,Aggressive,0,5.00
4.47,1,275.00,Aggressive,0,7.50
4.51,1,265.00,Aggressive,0,8.50
4.54,1,265.00,Aggressive,0,8.50
4.58,1,255.00,Aggressive,0,9.50
4.62,1,195.00,Aggressive,0,15.50
4.66,1,175.00,Aggressive,0,17.50
4.70,1,175.00,Aggressive,0,17.50
4.74,1,205.00,Aggressive,0,14.50
4.79,1,190.00,Aggressive,0,16.00
4.83,1,174.00,Aggressive,0,17.50
4.87,1,202.00,Aggressive,0,14.50
4.90,1,230.00,Aggressive,0,11.50
